walk,arm,frame_id,safety,actionability,spatial_accuracy,conciseness,hallucination,instruction,cues,judge_rationale
london,"context-v1, no echo",000052,1,5,3,4,5,"Two steps ahead, there's a car. Keep walking straight.","Free space: left=clear, centre=clear, right=blocked. Obstacles: car (right, near); person (left, far); person (left, far); person (centre, far).","safety: The instruction directs the pedestrian into a hazardous area where a car is located, which is not safe. actionability: The instruction is clear and concise, providing a concrete verb and a body-relative direction. spatial_accuracy: The instruction mentions a car ahead, but does not specify the distance, which is not accurate. conciseness: The instruction is brief and to the point, containing only two sentences. hallucination: The instruction mentions a car, which is supported by the image and cues."
london,"context-v1, no echo",000056,1,5,3,4,3,The bicycle is directly ahead. Walk straight ahead.,"Free space: left=clear, centre=clear, right=partly blocked. Obstacles: bicycle (right, mid); person (centre, far); person (left, far); trash can (centre, far).","safety: The instruction does not mention any immediate hazards and directs the pedestrian into the path of the bicycle, which is a safety risk. actionability: The instruction uses a concrete verb 'walk' and a body-relative direction 'straight ahead', making it actionable. spatial_accuracy: The instruction states 'directly ahead', which matches the image and the cues, but it does not specify distance, which is a minor error. conciseness: The instruction is brief and clear, containing only one sentence. hallucination: The instruction mentions the bicycle, which is supported by the image and the cues, but does not mention any other objects or hazards."
london,"context-v1, no echo",000060,1,2,3,3,3,"Two steps ahead, there's a car. Keep walking straight.","Free space: left=clear, centre=clear, right=blocked. Obstacles: car (right, near); person (centre, far); person (left, far); person (left, far).","safety: The instruction directs the pedestrian into a hazardous area where a car is present, which is a significant safety risk. actionability: The instruction is vague and does not specify a clear action or direction, making it difficult to follow. spatial_accuracy: The instruction mentions a car ahead, but does not specify the distance or side, which is not clear from the image. conciseness: The instruction is brief but lacks specific details about the car's location, making it unclear and potentially unsafe. hallucination: The instruction mentions a car, which is supported by the image, but does not mention any other objects or hazards."
london,"context-v1, no echo",000064,1,3,3,4,3,A person is close ahead on your left. Move forward.,"Free space: left=partly blocked, centre=blocked, right=blocked. Obstacles: person (left, near); person (right, far); person (right, far); person (right, far).","safety: The instruction does not mention the person close ahead, which is a safety-critical hazard. actionability: The instruction uses a concrete verb 'Move' and a body-relative direction 'forward', but it does not specify the distance or side. spatial_accuracy: The instruction mentions 'left', but the person close ahead is not specified in terms of distance or side. conciseness: The instruction is concise, containing only one sentence. hallucination: The instruction mentions a person close ahead, but does not mention any other objects or hazards."
london,"context-v1, no echo",000068,3,3,3,4,5,"A person is directly ahead, partially blocking the path. Move forward carefully.","Free space: left=partly blocked, centre=partly blocked, right=partly blocked. Obstacles: person (right, far); person (centre, far); bicycle (centre, far); person (centre, far).","safety: The instruction mentions a person partially blocking the path, which is a relevant hazard, but it does not specify the direction of the person or the distance, making it unclear whether the person is ahead or behind the pedestrian. actionability: The instruction uses the verb 'move' and specifies 'carefully', which is a concrete action but lacks a clear direction. spatial_accuracy: The instruction mentions 'directly ahead', which is consistent with the image, but it does not specify the distance, which could be misleading. conciseness: The instruction is brief and clear, containing only one sentence. hallucination: The instruction mentions a person partially blocking the path, which is supported by the image and cues."
london,"context-v1, no echo",000072,1,3,3,4,3,"Two steps ahead, there's a person. Move forward.","Free space: left=partly blocked, centre=partly blocked, right=partly blocked. Obstacles: person (centre, mid); person (left, far); person (centre, far); bicycle (centre, far).","safety: The instruction does not mention any immediate hazards and directs the pedestrian into the path of a person, which could be dangerous. actionability: The instruction uses a concrete verb 'move forward' and provides a clear direction ahead, but it does not specify the distance or the side. spatial_accuracy: The instruction mentions 'two steps ahead,' but the image shows a person closer than two steps, indicating a spatial inaccuracy. conciseness: The instruction is concise, consisting of a single sentence. hallucination: The instruction mentions a person ahead, which is supported by the image, but it does not mention any other objects or directions."
london,"context-v1, no echo",000076,1,3,1,4,5,A person is close to you on your right. Walk straight ahead.,"Free space: left=clear, centre=clear, right=partly blocked. Obstacles: person (right, near); person (centre, far); person (centre, far); car (right, far).","safety: The instruction directs the pedestrian into a potential hazard without mentioning the person close to them on the right. actionability: The instruction uses a concrete verb 'walk' and a body-relative direction 'straight ahead', but it does not specify the distance or the side. spatial_accuracy: The instruction does not mention the side or distance of the person close to the pedestrian, which is a relevant hazard. conciseness: The instruction is concise, containing only two sentences. hallucination: The instruction mentions a person close to the pedestrian on the right, which is supported by the image and cues."
london,"context-v1, no echo",000080,1,5,3,4,5,"Two steps ahead, there's a trash can. Keep walking straight.","Free space: left=blocked, centre=clear, right=blocked. Obstacles: person (left, near); trash can (centre, mid); person (left, far); car (centre, far).","safety: The instruction directs the pedestrian into a hazardous area, as the trash can is mentioned but not avoided. actionability: The instruction uses a concrete verb 'keep walking' and a body-relative direction 'straight', making it actionable. spatial_accuracy: The instruction states 'two steps ahead', which is consistent with the image, but it does not mention the trash can's location, which is a relevant near hazard. conciseness: The instruction is concise, containing only two sentences. hallucination: The instruction mentions a trash can, which is supported by the image and cues."
london,"context-v1, no echo",000084,1,3,1,4,5,"Two steps ahead, there's a person. Move forward.","Free space: left=clear, centre=blocked, right=clear. Obstacles: person (left, far); person (centre, far); trash can (right, far); person (centre, far).","safety: The instruction directs the pedestrian into the path of a person who is ahead, which could be dangerous. actionability: The instruction uses a concrete verb 'move forward' and a body-relative direction 'ahead', but it does not specify the distance or the side. spatial_accuracy: The instruction states 'Two steps ahead', but the image shows a person far ahead, not two steps. conciseness: The instruction is concise, containing only one sentence. hallucination: The instruction mentions a person ahead, which is supported by the image and cues."
london,"context-v1, no echo",000088,,,,,,"Two steps ahead, there's a person. Move forward carefully.","Free space: left=clear, centre=clear, right=partly blocked. Obstacles: person (centre, mid); person (centre, mid); person (centre, mid); person (left, far).","PARSE_ERROR: Expecting ',' delimiter: line 3 column 167 (char 432)"
london,"context-v1, no echo",000092,1,5,3,4,5,"Two steps ahead, there's a person. Move forward.","Free space: left=partly blocked, centre=clear, right=blocked. Obstacles: person (right, near); person (centre, far); person (right, far); person (right, far).","safety: The instruction directs the pedestrian into the path of a person who is close by, which is a safety hazard. actionability: The instruction uses a concrete verb 'move forward' and a body-relative direction 'ahead', making it actionable. spatial_accuracy: The instruction states 'Two steps ahead', which is consistent with the image, but it does not mention the person, which is a relevant near hazard. conciseness: The instruction is concise, containing only two sentences. hallucination: The instruction mentions a person ahead, which is supported by the image and cues."
london,"context-v1, no echo",000096,3,3,3,4,3,A person is two steps ahead on your right. The path is clear ahead.,"Free space: left=blocked, centre=clear, right=partly blocked. Obstacles: person (right, near); person (right, far); person (centre, far); person (centre, far).","safety: The instruction mentions a person ahead but does not warn about the person on the right, which is a potential hazard. actionability: The instruction uses a concrete verb 'is' and a body-relative direction 'ahead', but it lacks a clear action command. spatial_accuracy: The instruction states the person is 'two steps ahead' but does not match the actual distance in the image, which is closer. conciseness: The instruction is concise, containing only two sentences without any scene description. hallucination: The instruction mentions a person ahead and a person on the right, but only one person is visible on the right, and the distance is not accurately described."
london,"context-v1, no echo",000100,1,3,3,4,3,"Two steps ahead, there's a person. Continue straight.","Free space: left=partly blocked, centre=clear, right=clear. Obstacles: person (right, far); person (right, far); person (right, far); person (centre, far).","safety: The instruction directs the pedestrian into a potential collision path with a person who is not far ahead, which is a safety concern. actionability: The instruction uses a concrete verb 'continue' and a body-relative direction 'straight', but the distance is vague and the action is not clear. spatial_accuracy: The instruction mentions 'two steps ahead', but the actual distance and direction are not clear, and the person is not far ahead. conciseness: The instruction is concise, containing only two sentences without any scene description. hallucination: The instruction mentions a person far ahead, but the actual distance and direction are not clear, and the person is not far ahead."
london,"context-v1, no echo",000104,3,3,3,4,5,The sidewalk is clear ahead. Continue straight.,"Free space: left=blocked, centre=blocked, right=clear. Obstacles: person (right, far); person (right, far); person (right, far); car (right, far).","safety: The instruction does not mention any immediate hazards, but it does not direct the person into a clear path either. actionability: The instruction uses a concrete verb 'continue' and a body-relative direction 'straight', but it does not specify the distance or the side. spatial_accuracy: The instruction does not mention any specific side or distance, but it does not contradict the image or cues. conciseness: The instruction is brief and clear, consisting of one sentence. hallucination: The instruction mentions 'sidewalk' and 'straight', which are supported by the image and cues."
london,"context-v1, no echo",000108,3,5,5,5,5,The path ahead is clear. Continue straight.,"Free space: left=blocked, centre=clear, right=clear. Obstacles: person (centre, far); person (right, far); motorcycle (right, far); person (centre, far).","safety: The instruction does not mention any immediate hazards, but the path ahead is clear, which is a safe action. actionability: The instruction uses a concrete verb 'continue' and a body-relative direction 'straight', making it clear and actionable. spatial_accuracy: The instruction states 'the path ahead is clear', which matches the image and the cues, indicating clear free space ahead. conciseness: The instruction is brief and to the point, containing only one sentence. hallucination: The instruction mentions 'the path ahead is clear', which is supported by the image and the cues, indicating clear free space ahead."
london,"context-v1, no echo",000112,1,3,1,4,3,A person is directly ahead. Walk forward.,"Free space: left=partly blocked, centre=clear, right=blocked. Obstacles: person (left, near); car (centre, far); person (centre, far); traffic light (centre, far).","safety: The instruction does not mention any immediate hazards and directs the pedestrian forward, which could lead to a collision with the person ahead. actionability: The instruction uses a concrete verb 'walk' and a body-relative direction 'forward', but it does not specify the distance or the side. spatial_accuracy: The instruction does not mention any specific side or distance, which could lead to confusion with the person ahead. conciseness: The instruction is concise, consisting of only one sentence. hallucination: The instruction mentions a person ahead, which is supported by the image, but does not mention any other objects or hazards."
london,"context-v1, no echo",000116,1,3,3,4,3,"The person ahead is close, so be cautious. Keep moving forward.","Free space: left=partly blocked, centre=partly blocked, right=partly blocked. Obstacles: person (centre, near); person (left, near); car (right, mid); person (left, mid).","safety: The instruction does not mention any specific hazards and only advises caution, which is not enough given the near obstacles. actionability: The instruction uses a concrete verb 'keep moving forward' but does not specify a body-relative direction, making it vague. spatial_accuracy: The instruction does not mention any specific sides or distances, so it cannot be scored accurately. conciseness: The instruction is brief and clear, containing only one sentence. hallucination: The instruction mentions 'the person ahead' but does not mention any other objects or hazards, which are present in the image."
london,"context-v1, no echo",000120,1,5,3,4,5,A person is directly ahead. Move forward.,"Free space: left=partly blocked, centre=clear, right=blocked. Obstacles: person (left, mid); person (left, mid); person (centre, far).","safety: The instruction does not mention any immediate hazards and does not guide the pedestrian away from them. actionability: The instruction is clear and concise, using a concrete verb and a body-relative direction. spatial_accuracy: The instruction does not mention any specific side or distance, but it does not contradict the image or cues. conciseness: The instruction is brief and to the point, consisting of only one sentence. hallucination: The instruction mentions a person directly ahead, which is supported by the image and cues."
london,"context-v1, no echo",000124,1,5,3,4,3,A car is two steps ahead on your right. Continue straight ahead.,"Free space: left=blocked, centre=clear, right=clear. Obstacles: person (left, near); car (right, far); car (left, far).","safety: The instruction directs the pedestrian into a potentially dangerous situation by not mentioning the car ahead, which is a significant hazard. actionability: The instruction is clear and concise, providing a concrete verb and a body-relative direction. spatial_accuracy: The instruction mentions a car on the right, but the car is far ahead, not two steps ahead as stated. conciseness: The instruction is brief and to the point, containing only two sentences. hallucination: The instruction mentions a car on the right, but the image shows a car far ahead, not two steps ahead."
london,"context-v1, no echo",000128,3,5,5,4,5,The road ahead is clear. Continue straight.,"Free space: left=clear, centre=clear, right=clear. Obstacles: bus (right, far); person (centre, far); person (centre, far); person (centre, far).","safety: The instruction does not mention any immediate hazards, but the road ahead is clear, which is a safe action. actionability: The instruction uses a concrete verb 'continue' and a body-relative direction 'straight', making it clear and actionable. spatial_accuracy: The instruction states 'the road ahead is clear', which matches the image and the cues provided by the depth estimator and object detector. conciseness: The instruction is brief and to the point, containing only one sentence. hallucination: The instruction mentions 'the road ahead is clear', which is supported by the image and the cues provided by the depth estimator and object detector."
london,"context-v1, no echo",000132,1,3,1,3,3,A person is directly ahead. Walk straight ahead.,"Free space: left=clear, centre=clear, right=clear. Obstacles: person (centre, far); person (left, far); person (left, far); bus (centre, far).","safety: The instruction does not mention any immediate hazards and directs the pedestrian into the path of a person who is far ahead, which could be dangerous. actionability: The instruction uses a concrete verb 'walk' and a body-relative direction 'straight ahead', but the distance is vague and the action could be misinterpreted. spatial_accuracy: The instruction does not specify the distance or side, which could lead to confusion. The person ahead is far, not directly ahead. conciseness: The instruction is concise but lacks specific spatial details, making it unclear. hallucination: The instruction mentions a person ahead, which is supported by the image, but does not mention any other objects or hazards."
london,"context-v1, no echo",000136,1,5,3,4,3,The bus is directly ahead. Walk straight.,"Free space: left=partly blocked, centre=clear, right=clear. Obstacles: bus (centre, far); traffic light (centre, far); person (centre, far); person (right, far).","safety: The instruction does not mention any immediate hazards and directs the pedestrian into the path of a bus, which is a significant safety risk. actionability: The instruction is clear and concise, using a concrete verb and a body-relative direction. spatial_accuracy: The instruction states 'directly ahead,' which matches the image, but it does not specify the distance, which is a critical detail. conciseness: The instruction is brief and to the point, containing only one sentence. hallucination: The instruction mentions a bus, which is supported by the image, but does not mention any other objects or hazards."
london,"context-v1, no echo",000140,1,3,3,4,5,The traffic light ahead is green. Cross the street.,"Free space: left=clear, centre=clear, right=clear. Obstacles: traffic light (centre, far); person (centre, far); person (centre, far); traffic light (right, far).","safety: The instruction does not mention any potential hazards, such as the person crossing the street far ahead, which could be a risk for a blind pedestrian. actionability: The instruction uses a concrete verb 'cross' and a body-relative direction 'ahead', but it does not specify the distance or the side of the street. spatial_accuracy: The instruction mentions the traffic light ahead, but it does not specify the side of the street or the distance, which could be misleading. conciseness: The instruction is concise, consisting of two sentences without any additional scene description. hallucination: The instruction mentions the traffic light and the action of crossing the street, which are both supported by the image and cues."
london,"context-v1, no echo",000144,3,5,3,4,5,The path is clear ahead. Walk straight.,"Free space: left=partly blocked, centre=clear, right=clear. Obstacles: trash can (right, mid); person (right, far); person (right, far); bicycle (centre, far).","safety: The instruction does not mention any immediate hazards, but the path is clear ahead, which is a safe action. actionability: The instruction uses a concrete verb 'walk' and a body-relative direction 'straight', making it actionable. spatial_accuracy: The instruction does not mention any specific sides or distances, but it is clear that the path is ahead, which matches the image. conciseness: The instruction is brief and to the point, containing only one sentence. hallucination: The instruction does not mention any objects, hazards, or directions that are not supported by the image or cues."
london,"context-v1, no echo",000148,1,3,3,4,3,There's a car directly ahead. Move forward slowly.,"Free space: left=clear, centre=clear, right=clear. Obstacles: car (right, near); bicycle (left, mid); person (left, far); truck (centre, far).","safety: The instruction directs the pedestrian into the path of a car, which is a significant safety hazard. actionability: The instruction uses a concrete verb 'move' and a body-relative direction 'forward', but it does not specify the speed or the need to be cautious. spatial_accuracy: The instruction mentions 'directly ahead', but the car is not directly ahead; it is to the right and near, not far. conciseness: The instruction is concise, containing only one sentence. hallucination: The instruction mentions a car, but does not mention any other objects or hazards in the image."
london,"context-v1, no echo",000152,1,3,1,4,5,A person is directly ahead. Move forward.,"Free space: left=partly blocked, centre=blocked, right=clear. Obstacles: person (centre, near); person (centre, mid); person (left, mid); bicycle (left, mid).","safety: The instruction does not mention any immediate hazards and directs the pedestrian forward, which could lead to a collision with the person directly ahead. actionability: The instruction uses a concrete verb 'move' and a body-relative direction 'forward', but it does not specify the distance or the side, making it vague. spatial_accuracy: The instruction does not mention the side or distance, which is not clear from the image or cues provided. conciseness: The instruction is concise, consisting of only one sentence. hallucination: The instruction mentions a person directly ahead, which is supported by the image and cues."
london,"context-v1, no echo",000156,3,3,1,4,5,A person is near directly ahead. Move slowly.,"Free space: left=clear, centre=clear, right=clear. Obstacles: person (centre, near); person (right, mid); motorcycle (right, mid); bicycle (right, mid).","safety: The instruction directs the pedestrian to move slowly, which is a safe action but does not mention the person near directly ahead, which is a relevant hazard. actionability: The instruction uses a concrete verb 'move' and a body-relative direction 'slowly', but it does not specify which side or distance the person is near. spatial_accuracy: The instruction does not mention the side or distance of the person, which is a relevant hazard. conciseness: The instruction is concise, consisting of one sentence. hallucination: The instruction mentions a person as a hazard, which is supported by the image and cues."
london,"context-v1, no echo",000160,1,1,1,5,1,A person is directly ahead. Move slowly.,"Free space: left=partly blocked, centre=partly blocked, right=partly blocked. Obstacles: person (left, mid); person (right, far); person (left, far); person (centre, far).","safety: The instruction does not mention any immediate hazards and does not guide the pedestrian away from them. actionability: The instruction is vague and does not specify a clear action or direction. spatial_accuracy: The instruction does not mention any specific side or distance, making it unclear where the person is located. conciseness: The instruction is a single sentence, which is concise. hallucination: The instruction mentions a person directly ahead, but there is no person in that position in the image."
london,"context-v1, no echo",000164,1,3,1,4,5,A person is near on your left. Walk straight ahead.,"Free space: left=partly blocked, centre=clear, right=blocked. Obstacles: person (left, near); person (centre, far); person (right, far); bicycle (centre, far).","safety: The instruction does not mention the person near on the left, which is a safety-critical hazard. actionability: The instruction only provides a vague direction 'walk straight ahead' without specifying a body-relative direction. spatial_accuracy: The instruction does not mention the person near on the left, which is a relevant obstacle. conciseness: The instruction is concise, containing only one sentence. hallucination: The instruction mentions a person near on the left, which is supported by the image and cues."
london,"context-v1, no echo",000168,3,3,3,4,5,"Two steps ahead, there's a person. Move slowly.","Free space: left=partly blocked, centre=partly blocked, right=partly blocked. Obstacles: person (centre, far); person (centre, far); truck (right, far); motorcycle (centre, far).","safety: The instruction does not mention any immediate hazards and only directs the pedestrian to move slowly, which is a safe action but does not address the person ahead. actionability: The instruction uses a concrete verb 'move' and a body-relative direction 'slowly', but it does not specify which side or distance the person is located. spatial_accuracy: The instruction does not mention any specific side or distance, so it cannot be scored accurately in this dimension. conciseness: The instruction is brief and clear, containing only one sentence. hallucination: The instruction mentions a person ahead, which is supported by the image and the cues."
london,"context-v1, no echo",000172,1,3,3,4,5,There's a car on your right. Keep walking straight ahead.,"Free space: left=partly blocked, centre=clear, right=clear. Obstacles: car (right, mid); bus (right, far); car (right, far); person (centre, far).","safety: The instruction does not mention any immediate hazards and directs the pedestrian into the path of a car, which is a safety concern. actionability: The instruction uses a concrete verb 'keep walking' and a body-relative direction 'straight ahead', but it does not specify the distance or the side, making it less actionable. spatial_accuracy: The instruction mentions a car on the right, but does not specify the distance or side, which is not accurate in the image. conciseness: The instruction is concise, containing only two sentences. hallucination: The instruction mentions a car on the right, which is supported by the image and cues."
london,"context-v1, no echo",000176,1,5,3,4,5,"Two steps ahead, there's a person. Continue straight.","Free space: left=partly blocked, centre=clear, right=partly blocked. Obstacles: person (left, mid); person (right, mid); person (right, mid); person (right, far).","safety: The instruction directs the pedestrian into a potentially hazardous situation by not mentioning the person ahead, which could be a significant obstacle. actionability: The instruction is clear and concise, providing a concrete verb and a body-relative direction. spatial_accuracy: The instruction mentions 'two steps ahead', which is consistent with the image, but it does not specify the side, which is a critical detail. conciseness: The instruction is brief and to the point, containing only two sentences. hallucination: The instruction mentions a person ahead, which is supported by the image and the cues."
london,"context-v1, no echo",000180,1,3,3,4,5,"Two steps ahead, there's a person. Move forward.","Free space: left=partly blocked, centre=clear, right=clear. Obstacles: person (left, mid); person (centre, far); traffic light (right, far); person (left, far).","safety: The instruction directs the pedestrian into the path of a person who is close by, which could be dangerous. actionability: The instruction uses a concrete verb 'move forward' and a body-relative direction 'ahead', but it does not specify the distance or the side. spatial_accuracy: The instruction mentions 'two steps ahead', but the image shows a person closer than two steps, indicating a spatial inaccuracy. conciseness: The instruction is concise, containing only one sentence. hallucination: The instruction mentions a person ahead, which is supported by the image and cues."
london,"context-v1, no echo",000184,,,,,,"Two steps ahead, there's a person. Move forward carefully.","Free space: left=partly blocked, centre=partly blocked, right=partly blocked. Obstacles: person (left, mid); person (left, mid); person (right, far); person (centre, far).","PARSE_ERROR: Expecting ',' delimiter: line 3 column 167 (char 332)"
london,"context-v1, no echo",000188,1,3,1,4,1,"Two steps ahead, there's a person. Move forward.","Free space: left=partly blocked, centre=partly blocked, right=partly blocked. Obstacles: person (centre, far); person (left, far); person (centre, far); person (left, far).","safety: The instruction directs the pedestrian into the path of a person who is far ahead, which could be dangerous if the pedestrian does not have enough time to react. actionability: The instruction uses a concrete verb 'move forward' and a body-relative direction 'ahead', but it does not specify the distance or the side, making it less actionable. spatial_accuracy: The instruction mentions 'two steps ahead', but the image shows a person far ahead, not within two steps. conciseness: The instruction is concise, consisting of only two sentences. hallucination: The instruction mentions a person far ahead, which is not supported by the image or the cues."
london,"context-v1, no echo",000192,1,5,3,4,5,A person is directly ahead. Walk straight ahead.,"Free space: left=partly blocked, centre=partly blocked, right=partly blocked. Obstacles: person (centre, far); bus (right, far); car (right, far); car (right, far).","safety: The instruction does not mention any immediate hazards and directs the pedestrian into the path of a person who is directly ahead, which could be dangerous. actionability: The instruction is clear and concise, using a concrete verb and a body-relative direction. spatial_accuracy: The instruction does not mention any specific side or distance, but it does not contradict the image or cues. conciseness: The instruction is brief and to the point, consisting of only one sentence. hallucination: The instruction mentions a person who is directly ahead, which is supported by the image and cues."
london,"context-v1, no echo",000196,1,3,1,4,3,The bus is directly ahead. Walk straight.,"Free space: left=partly blocked, centre=partly blocked, right=clear. Obstacles: bus (centre, far); car (right, far); person (centre, far); person (centre, far).","safety: The instruction does not mention any immediate hazards and directs the pedestrian into the path of the bus, which is a safety risk. actionability: The instruction uses a concrete verb 'walk' and a body-relative direction 'straight', but it does not specify the distance or the side, making it less actionable. spatial_accuracy: The instruction states 'walk straight', but the bus is not directly ahead; it is far ahead and to the right. conciseness: The instruction is concise, consisting of only one sentence. hallucination: The instruction mentions the bus, but does not mention any other objects or hazards in the image."
london,"context-v1, no echo",000200,3,3,3,4,5,The path ahead is partly blocked. Step carefully around the person.,"Free space: left=partly blocked, centre=partly blocked, right=blocked. Obstacles: person (centre, far); person (centre, far); person (centre, far); person (centre, far).","safety: The instruction directs the pedestrian to step carefully around a person, which is a safe action but does not mention the most immediate hazard, which is the partly blocked path ahead. actionability: The instruction uses a concrete verb 'step' and a body-relative direction 'carefully around', but it is vague about the specific side and distance. spatial_accuracy: The instruction mentions 'partly blocked' but does not specify the side or distance, which is partly blocked in the image. conciseness: The instruction is concise, containing only two sentences without any scene description. hallucination: The instruction mentions 'partly blocked' and 'person', which are supported by the image and cues."
london,"context-v1, no echo",000204,1,3,3,4,3,The bus is directly ahead and partly blocked. Walk two steps ahead.,"Free space: left=partly blocked, centre=partly blocked, right=clear. Obstacles: bus (right, far); person (centre, far); person (centre, far); person (centre, far).","safety: The instruction directs the pedestrian into the path of the bus, which is partly blocked and not the most immediate hazard. actionability: The instruction uses a concrete verb 'walk' and a body-relative direction 'two steps ahead', but it does not specify which side of the pedestrian to walk towards. spatial_accuracy: The instruction mentions the bus as being 'directly ahead', but it does not specify the distance or whether it is partly blocked. conciseness: The instruction is concise, containing only two sentences. hallucination: The instruction mentions the bus and the pedestrian, but does not mention any other objects or hazards."
london,"context-v1, no echo",000208,1,3,3,3,5,A person is directly ahead. Move slowly and watch your step.,"Free space: left=partly blocked, centre=partly blocked, right=partly blocked. Obstacles: person (centre, mid); person (left, mid); person (right, far); person (centre, far).","safety: The instruction does not mention any specific hazards and only advises to move slowly, which is not sufficient given the presence of people ahead. actionability: The instruction uses a concrete verb 'move' and a body-relative direction 'ahead', but it lacks precision in terms of speed and does not specify what to watch out for. spatial_accuracy: The instruction mentions 'a person is directly ahead', which matches the image, but it does not specify the distance or the side, which could be important for navigation. conciseness: The instruction is brief, consisting of two sentences, but it could be more precise in terms of the action and the specific hazard. hallucination: The instruction mentions 'a person is directly ahead', which is supported by the image and the cues, but it does not mention any other objects or hazards."
london,"context-v1, no echo",000212,1,1,1,5,1,A person is directly ahead. Walk carefully.,"Free space: left=clear, centre=clear, right=blocked. Obstacles: person (centre, far); person (left, far); person (left, far); bicycle (centre, far).","safety: The instruction does not mention any hazards and does not guide the pedestrian away from them. actionability: The instruction is vague and does not specify a clear action or direction. spatial_accuracy: The instruction does not mention any specific sides or distances, making it unclear. conciseness: The instruction is a single sentence, which is concise. hallucination: The instruction mentions a person directly ahead, but there is no person in the image."
london,"context-v1, no echo",000216,1,3,1,5,5,There's a person directly ahead. Move forward carefully.,"Free space: left=clear, centre=clear, right=partly blocked. Obstacles: person (left, mid); person (centre, mid); person (left, mid); bus (centre, far).","safety: The instruction does not mention any hazards and does not guide the pedestrian away from them. actionability: The instruction uses a concrete verb 'move' and a body-relative direction 'forward', but it does not specify the distance or the side. spatial_accuracy: The instruction does not mention any specific side or distance, which is not supported by the image or cues. conciseness: The instruction is a single sentence, which is concise. hallucination: The instruction mentions a person directly ahead, which is supported by the image and cues."
london,"context-v1, no echo",000220,1,3,3,4,3,A person is directly ahead. Walk carefully.,"Free space: left=partly blocked, centre=partly blocked, right=partly blocked. Obstacles: person (centre, near); bus (left, far); person (right, far); person (right, far).","safety: The instruction does not mention any immediate hazards and does not guide the pedestrian away from them. actionability: The instruction uses a concrete verb 'walk' and a body-relative direction 'ahead', but it does not specify the distance or the type of action. spatial_accuracy: The instruction mentions 'a person is directly ahead', but it does not specify the distance or the type of person, which could be misleading. conciseness: The instruction is brief and clear, containing only one sentence. hallucination: The instruction mentions 'a person' but does not specify the type of person, which could be misleading."
london,"context-v1, no echo",000224,1,3,1,4,5,A person is directly ahead. Move forward.,"Free space: left=partly blocked, centre=partly blocked, right=blocked. Obstacles: person (centre, far); bus (centre, far); person (left, far); trash can (left, far).","safety: The instruction does not mention any immediate hazards and directs the pedestrian forward, which could lead to a collision with the person ahead. actionability: The instruction uses a concrete verb 'Move' and a body-relative direction 'forward', but it does not specify the distance or the side, making it vague. spatial_accuracy: The instruction does not mention the side or distance, which is not supported by the image or cues. conciseness: The instruction is brief and clear, containing only one sentence. hallucination: The instruction mentions a person ahead, which is supported by the image and cues."
london,"context-v1, no echo",000228,1,3,1,4,5,The bus is partly blocked ahead. Walk two steps ahead.,"Free space: left=partly blocked, centre=partly blocked, right=partly blocked. Obstacles: bus (right, far); person (centre, far); trash can (centre, far); person (centre, far).","safety: The instruction does not mention the bus as a hazard, which is a safety-critical element in the scene. actionability: The instruction uses a concrete verb 'walk' and a body-relative direction 'ahead', but it is vague about the distance. spatial_accuracy: The instruction mentions 'two steps ahead', but the image shows the bus is partly blocked ahead, not two steps. conciseness: The instruction is concise, containing only two sentences. hallucination: The instruction mentions the bus as a hazard, which is supported by the image and cues."
london,"context-v1, no echo",000232,1,3,3,4,3,The bus is directly ahead and partly blocked. Walk straight ahead.,"Free space: left=partly blocked, centre=partly blocked, right=partly blocked. Obstacles: bus (right, far); person (centre, far); person (left, far); person (centre, far).","safety: The instruction does not mention the bus as a hazard, which is a safety-critical issue. actionability: The instruction uses a concrete verb 'walk' and a body-relative direction 'straight ahead', but it does not specify the distance or the side. spatial_accuracy: The instruction mentions the bus as being 'directly ahead', but it does not specify the distance or the side, which is partly blocked. conciseness: The instruction is concise, containing only one sentence. hallucination: The instruction mentions the bus as a hazard, but it does not mention any other objects or directions."
london,"context-v1, no echo",000236,1,5,3,4,5,A person is directly ahead. Walk forward.,"Free space: left=partly blocked, centre=partly blocked, right=partly blocked. Obstacles: person (right, mid); bus (right, far); person (centre, far); person (right, far).","safety: The instruction does not mention any immediate hazards and does not guide the pedestrian away from them. actionability: The instruction is clear and concise, using a concrete verb and a body-relative direction. spatial_accuracy: The instruction does not mention any specific side or distance, but it does not contradict the image or cues. conciseness: The instruction is brief and to the point, containing only one sentence. hallucination: The instruction mentions a person directly ahead, which is supported by the image and cues."
london,"context-v1, no echo",000240,1,5,3,4,5,A person is close ahead on your right. Walk straight ahead.,"Free space: left=blocked, centre=partly blocked, right=partly blocked. Obstacles: person (right, near); person (centre, far); person (centre, far); person (centre, far).","safety: The instruction directs the pedestrian into a potentially hazardous situation by not mentioning the person close ahead on the right. actionability: The instruction is clear and concise, providing a concrete verb and a body-relative direction. spatial_accuracy: The instruction mentions the right side, but the person close ahead is not described in terms of distance, which could be misleading. conciseness: The instruction is brief and to the point, containing only one sentence. hallucination: The instruction mentions a person close ahead on the right, which is supported by the image and cues."
